Title,URL,Description
Japan population: One in 10 people now aged 80 or older,https://www.bbc.com/news/world-asia-66850943,"['For the first time ever, more than one in 10 people in Japan are now aged 80 or older.', 'National data also shows 29.1% of the 125 million population is aged 65 or older- a record.', 'Japan has one of the lowest birth-rates in the world and has long struggled with how to provide for its ageing population.', ""It has the world's oldest population, measured by the proportion of people aged 65 or up, the United Nations says."", 'That proportion stands at 24.5% in Italy and 23.6% in Finland, which rank second and third respectively.', 'In Japan, those aged over 65 are expected to account for 34.8% of the population by 2040, according to the National Institute of Population and Social Security Research.', ""The country's elderly employment rate is among the highest across major economies - workers aged 65 or more make up more than 13% of the national workforce."", ""But this has done little to relieve the burden on the country's social security spending."", 'Japan has approved a record budget for the next fiscal year, in part due to rising social security costs.', 'Efforts to boost its birth rates have also met with little success amid the growing cost of living, and notoriously long working hours.', ""Birth rates are slowing in many countries, including Japan's neighbours, but the problem is particularly acute in Japan."", 'The country was estimated to have had fewer than 800,000 babies born last year - the lowest number since records began in the 19th century.', 'In the 1970s, that figure was more than two million.', 'Prime Minister Fumio Kishida said in January that his country is on the brink of not being able to function as a society because of its declining birth rate.', 'However authorities remain hesitant about accepting migrant workers as a solution to falling fertility.', 'Other countries in Asia are facing similar demographic challenges.', ""Last year, China's population fell for the first time since 1961, while South Korea has reported the lowest fertility rate in the world.""]"
YouTube suspends Russell Brand from advert income,https://www.bbc.com/news/entertainment-arts-66851698,"['YouTube has suspended Russell Brand\'s channels from making money from adverts for ""violating"" its ""creator responsibility policy"".', 'The video platform said it was taking action ""to protect"" its users.', 'Meanwhile, the BBC said it had removed some programmes featuring the comedian and actor from its streaming services.', 'It comes after he was accused of rape and sexual assaults between 2006 and 2013. He denies the claims, saying his relationships were ""always consensual"".', 'The BBC said it had removed some content that ""now falls below public expectations"" from iPlayer and BBC Sounds.', 'Earlier on Tuesday, a YouTube spokesperson said: ""If a creator\'s off-platform behaviour harms our users, employees or ecosystem, we take action.""', 'In recent years, the former TV and radio personality has repositioned himself, posting regular video about spirituality, anti-establishment politics and, recently, UFOs, to his 6.6 million subscribers. He also posts on Instagram, X (formerly known as Twitter) and Rumble.', 'YouTube\'s decision to block his revenue streams applies to ""all channels that may be owned or operated"" by the 48-year-old, it confirmed to the BBC.', 'Other channels associated with his main YouTube page include Awakening With Russell, Stay Free With Russell Brand and Football Is Nice, which have about 500,000 subscribers between them.', 'Sara McCorquodale, author and chief executive of social media analysis agency CORQ, estimated Brand made about £2,000 to £4,000 per YouTube video.', '""He was probably making more revenue from YouTube than any other platform,"" she told BBC News. ""Everything existed to drive people towards his YouTube channel, so that probably was a significant revenue stream that has obviously now been paused.""', 'However, Rumble is still carrying adverts on his content, ""so his ability to make money has by no means means stopped"", she said.', ""According to Companies House, Brand's company - called Pablo Diablo's Legitimate Business Firm Ltd - saw its net assets more than double from £2m in 2020 to £4.1 million in 2021."", 'YouTube\'s move ""will have some impact"", Ms McCorquodale said. ""But his audience is still there. They are very passionate, they want his content, and so they\'re going to follow him.""', 'She predicted that Brand could launch an ""independent, subscription-based platform"" instead, where his legions of fans could pay to watch his videos.', 'There are lots of different ways for people to make money on YouTube.', 'One of the most obvious is through ad revenue. After gaining enough viewers, YouTubers can have ads running before and during their videos, earning varying amounts. One YouTuber with half a million subscribers recently showed the BBC they made around £10,000 from a video with 1.5 million views.', 'But the exact money made from videos can vary dramatically and be much lower - or even higher - than this.', 'Other ways of making money include channel memberships, where people subscribe to see more of your content, as well as super chat and super thanks, where a viewer can pay to have their message to the creator appear more prominently.', 'But the big way YouTubers make money is through sponsorships, known as ""spons"" in the community.', 'At the top of the description of all but his most recent video, in which he commented on the allegations, Brand has a prominently-placed spon. The companies include a skincare firm, a food supplement powder, a VPN and a coffee alternative.', 'Companies pay for prominent sponsorship on videos earning hundreds of thousands of views, and will generally pay much more for the amount of conversions - people who buy the product using the link. This could be anything from one twentieth to half the purchase price.', ""It's impossible to accurately estimate how much this is, as the finances are agreed on a case-by-case basis. But suffice to say, it is not uncommon for a YouTuber to make more money through spons than any other income source on the platform."", ""The allegations against Brand were made in a joint investigation by the Sunday Times, the Times and Channel 4's Dispatches."", 'On Monday, the Metropolitan Police said it had received a report of an alleged sexual assault in 2003.', 'On Tuesday, the Times reported claims from two more women, including one who alleged he was threatening and verbally abusive towards her when she refused to have sex with him.', 'Ahead of the Dispatches broadcast, Brand took to his online social media video platforms to pre-emptively deny all claims of misconduct, saying he was the subject of ""a co-ordinated attack"" involving ""very serious allegations that I absolutely refute"".', 'On Monday, one of the women who has accused him of sexual assault when she was 16 has told BBC Radio 4\'s Woman\'s Hour his behaviour was an ""open secret"".', 'The woman, known as Alice, added that allegations against him have been ""a long time coming"".', 'Speaking for the first time since accusations became public, she said his denial was ""laughable"" and ""insulting"".', ""The remaining shows of Brand's Bipolarisation tour have also been postponed."", 'He still has a presence on Rumble, where he has 1.4 million followers, and he hosts a regular show every weekday, but there was notably no new episode on Monday.', ""Prior to his reinvention as an online guru, the comedian's traditional earnings were made through high-profile TV and radio presenting jobs, books and movie appearances, as well as his live comedy shows."", 'Have you been affected by the issues raised in this story? You can get in touch by emailing haveyoursay@bbc.co.uk.', 'Please include a contact number if you are willing to speak to a BBC journalist. You can also get in touch in the following ways:', ""If you are reading this page and can't see the form you will need to visit the mobile version of the BBC website to submit your question or comment or you can email us at HaveYourSay@bbc.co.uk. Please include your name, age and location with any submission.""]"
Special session: Modi introduces women's bill in new India parliament,https://www.bbc.com/news/world-asia-india-66851211,"['The Indian government has introduced a bill guaranteeing a third of seats for women in the lower house of parliament and state assemblies.', 'The contentious bill, first proposed in 1996, has been pending for decades amid opposition from some political parties.', ""Its revival is expected to boost the governing Bharatiya Janata Party's fortunes in general elections next May."", ""The bill was tabled at the new Indian parliament's first session and is still some way from becoming law."", ""It would require the approval of both houses of parliament and a majority of state legislatures, as well as the Indian president's signature."", 'Reported plans to increase the overall number of constituencies could further complicate its implementation.', 'In his opening speech at the new parliament building, Mr Modi praised the proposed legislation and said it was a special moment for the country.', '""The world understands that only talking of women-led development is not enough. This is a positive step taken on that front,"" he told politicians as he appealed to them to support the bill.', 'The PM also took a swipe at the opposition and said that the previous Congress party-led governments had failed to clear the bill when they were in power.', '""There have been discussions around women\'s reservations for years. We can say with pride that we have scripted history,"" he said.', 'Mr Modi inaugurated the new parliament building in May but no business was held there until now.', ""He called a five-day special session which began on Monday but the first day's sitting was held in the old parliament building."", ""On Tuesday morning, members from both houses assembled for a photo session at the old building, followed by an event commemorating parliament's legacy in the Central Hall of the British-era building."", 'They then moved to the new parliament as the office of the lower house of parliament officially designated it as the Parliament House of India.', 'The proceedings are being held amid criticism from opposition leaders who claim that the government has not disclosed all the business that could come up during the week.', 'According to the government, eight bills have been listed for discussion during the session - but this agenda could be changed or expanded during the course of the week.', ""The new parliament building is part of the government's ambitious Central Vista project in Delhi to replace colonial-era government buildings."", 'Built in front of the old parliament, the new four-storey building - constructed at an estimated cost of 9.7bn rupees ($117m; £94m) - is much bigger and has the capacity to seat 1,272 MPs.', ""The Lok Sabha chamber, which will seat the lower house of the parliament, is designed in the likeness of a peacock, India's national bird. The Rajya Sabha chamber, which will seat the upper house, is designed to resemble the lotus - India's national flower and also Mr Modi's Bharatiya Janata Party's election symbol."", 'The current parliament building will be converted into a museum.', 'BBC News India is now on YouTube. Click here to subscribe and watch our documentaries, explainers and features.']"
Hardeep Singh Nijjar: Why Western nations fear India-Canada row,https://www.bbc.com/news/world-us-canada-66856568,"['Western ministers and officials will be working hard to try to ensure the diplomatic row between Canada and India does not bleed into other international relationships.', 'The last thing the United States and other western powers want now is a row that divides them from India.', 'On the grand geopolitical chess board, India is a key player.', 'Not only is it a growing power - the most populous country in the world, the fifth largest economy. But it is also seen by the West as a potential bulwark against China.', ""This was apparent at the recent G20 meeting in India when Ukraine's Western allies agreed a final communique which did not condemn Russia by name for its invasion."", 'They chose to protect their relationship with India by avoiding a row over the statement, a choice which angered some in Kyiv.', 'The other fear among Western diplomats will be the risk that countries start taking sides in the Canada-India dispute.', 'Tensions between the two nations deepened considerably this week when Prime Minister Justin Trudeau accused India of being behind the assassination of a Sikh activist in western Canada in June.', ""In recent months India has been trying to pitch itself as the leader of developing countries - sometimes called the Global South. Many of these countries have refused to condemn Russia's invasion of Ukraine."", 'The US and some European countries have been making real diplomatic efforts to win over these countries, telling them the war matters to them and their economy.', 'Diplomats will not want this row to upset those efforts if it is somehow spun as a North v South battle between two Commonwealth countries, a confrontation between a transatlantic power and a developing nation.', ""Canada's foreign ministry said Mr Trudeau had raised the issue with US President Joe Biden and British Prime Minister Rishi Sunak."", ""For now Canada's allies are staying loyal but cautious."", 'The White House said the US was ""deeply concerned"" about the allegations of the murder, saying it was ""critical that Canada\'s investigation proceed and the perpetrators be brought to justice"".', 'For countries like the UK and Australia, which both have large Sikh communities, there is always the potential for a diplomatic row like this to have domestic political consequences.', 'UK Foreign Secretary James Cleverly said Britain would ""listen very, very carefully to the serious concerns that have been raised by Canada"".', 'He told the BBC he had spoken to Canadian Foreign Minister Mélanie Joly about the allegations on Monday, and the UK took ""very seriously the things that Canada are saying"".', 'He refused to say if Britain would suspend trade talks with India - but said the UK would wait until the Canadian investigation was complete before deciding what further action to take.', '""Both Canada and India are close friends of the UK, they\'re Commonwealth partners,"" Mr Cleverly said.', 'A spokesperson for Australia\'s foreign ministry said Canberra was ""deeply concerned\' by the allegations, and had ""conveyed our concerns at senior levels in India"".', 'So for now, the West will wait and watch as the investigation progresses.', 'Some allies may be given access to what Canadian intelligence knows. What would change the situation is if firm proof was established.', 'If that happened, Western powers would have to make a choice between backing Ottawa or New Delhi, a choice between supporting the principle of the rule of law or the hard necessity of realpolitik.', 'In the past, Western nations have condemned alleged extraterritorial assassinations carried out by countries such as Russia or Iran or Saudi Arabia.', 'They will not want India to join that list.']"
Hardeep Singh Nijjar: Anger in India as Trudeau points finger over murder,https://www.bbc.com/news/world-asia-india-66851075,"['Memories of the decade-long armed Sikh insurgency - which peaked in the 1980s and in which thousands of people died - remain strong in India.', 'So when Canadian Prime Minister Justin Trudeau accused Delhi of involvement in the death of a Canadian Sikh leader, many Indians reacted angrily.', 'Mr Trudeau said Canadian intelligence was looking at ""credible allegations potentially linking"" the Indian state to the murder of Hardeep Singh Nijjar, a prominent campaigner for a separate Sikh homeland who was shot dead on 18 June in British Columbia (BC).', 'India has rejected the claim as ""absurd"".', 'As Delhi and Ottawa face-off in their worst-ever diplomatic row, Indian analysts, political commentators and leaders have been sounding off on social media.', 'Canada, Justin Trudeau and Hardeep Singh Nijjar have been the top trends on X (formerly Twitter).', 'One user wrote that Delhi had given a ""befitting reply"" to Canada while another said the government had ""put Trudeau in his place"".', 'Some of India\'s prominent news websites have been running headlines about how India ""thrashed"" and ""hit back"" at Canada with its ""savage reply"".', 'India\'s main opposition Congress party - which has recently rarely been on the same page with the government - has also extended support and said there should be ""no compromise of any kind in our country\'s fight against terrorism"".', '""Especially when terrorism threatens the sovereignty, unity and integrity of India. The interests and concerns of our country must always be kept paramount,"" party spokesperson Jairam Ramesh posted on X.', 'A prominent Sikh separatist leader, Mr Nijjar was shot dead in his vehicle by two masked gunmen on a June afternoon in the busy car park of the Guru Nanak Sikh Gurdwara in Surrey, a city about 30km (18 miles) east of Vancouver.', 'Delhi has previously described him as a terrorist who led a militant separatist group - but has denied any involvement with his murder.', ""A lot of reaction in India also reflected Delhi's official stand, with analysts saying Mr Trudeau's allegations could further sour relations with Canada."", '""Canada and India are friends, not foes. But Trudeau, with his political alliance with Sikh radicals in Canada, has brought bilateral ties with India under increasing strain,"" wrote prominent commentator Bhrama Chellaney.', 'Others accused Mr Trudeau of ""stooping"" for Sikh votes - Canada is home to the largest Sikh diaspora outside state of Punjab.', 'Smita Prakash of the Asian News International (ANI) news agency said that by blaming India for Mr Nijjar\'s death, Mr Trudeau had already ""tainted the investigation and judicial process by presenting his bias from a position of power and authority"".', '""He is asking for cooperation from India but blaming Indian authorities for the murder before that,"" she wrote on X.', 'Canada-India relations have grown increasingly strained in recent months. Mr Trudeau\'s meeting with Indian PM Narendra Modi at the G20 summit in Delhi last week was described as ""frosty"" and trade talks between the two countries have since been called off.', 'Mr Trudeau was also mocked after a problem with his aircraft forced him to stay back in Delhi for two extra days. Local TV channels and news websites ran reports about the ""snubbed"" Canadian PM\'s ""disastrous"" trip.', 'BBC News India is now on YouTube. Click here to subscribe and watch our documentaries, explainers and features.']"
Why are some Sikhs calling for a separate homeland in India?,https://www.bbc.com/news/world-asia-india-66852291,"['Diplomatic tensions over calls for a separate homeland for Sikhs in India have escalated, after Canada said it was looking at ""credible allegations potentially linking"" the Indian state to the murder of a separatist leader in British Columbia.', 'India has denied the allegations, describing them as ""absurd"".', ""For anyone new to this long-running controversy, here's an at-a-glance look at the history and current context:"", ""Sikhism is one of the world's major religions, founded in the 16th Century in the Punjab region of what is now India and Pakistan - which was divided between the two countries after the end of British rule in 1947."", 'There are around 25 million Sikhs worldwide, making it the fifth largest faith group.', ""The vast majority live in India, where they make up around 2% of the country's 1.4bn people. But significant diaspora populations exist as well."", ""Canada is home to the largest population outside India, with around 780,000 Sikh people - more than 2% of the country's population - while both the US and UK are home to around 500,000 and Australia around 200,000."", 'The Khalistan movement calls for an independent homeland for Sikhs in India.', 'The movement was at its peak in the 1980s in the Indian state of Punjab, when the area experienced a series of violent attacks and thousands of deaths.', 'It lost steam after Indian armed forces ran special operations against the movement.', 'Politics in modern Punjab have shifted away from the movement and calls for independence are not a majority position, according to Prof Shruti Kapila from the University of Cambridge.', 'But supporters in the Sikh diaspora have continued to advocate for a separate state, with calls for independence intensifying in recent years.', 'India has strongly opposed the Khalistan movement. All mainstream political parties, including in Punjab, have denounced violence and separatism.', 'The long-running tensions were the cause of two of the most controversial incidents in modern Indian history - the storming of the Golden Temple and the assassination of Indira Gandhi.', 'In June 1984, the Indian military stormed the holiest site for Sikhs and flushed out militant separatists sheltering in the temple complex in the city of Amritsar.', 'The assault, which resulted in many deaths and significant damage to the Golden Temple, had been ordered by then Prime Minister Indira Gandhi.', 'A few months after the operation, Gandhi was killed by two of her Sikh bodyguards, which led to four days of rioting and communal violence.', 'Thousands of people were killed, most of whom were Sikhs. Estimates range from around 3,000 dead to as many as 17,000.', 'Khalistan is a red line for India because the scars of the violence in the 1980s are still fresh.', 'All political parties in India are united in their opposition to Sikh independence, so no Indian government can afford to overlook the Khalistan issue in the interest of bilateral diplomatic relations.', 'Hardeep Singh Nijjar was a Canadian citizen shot dead outside a Sikh temple on 18 June in Canada, at the age of 45.', ""He was born in Bharsinghpur village in Punjab's Jalandhar, and moved to Canada in 1997."", 'First he worked as a plumber, and later became a prominent Sikh leader in the western Canadian province of British Columbia.', 'India designated him a terrorist in 2020, for his alleged links to Khalistan Tiger Force - a group campaigning for independent Khalistan in the Punjab region of India.', 'His supporters called these accusations ""unfounded"" and said that he had been the target of threats in the past because of his activism.', 'Reports in the Indian media say he was working on organising an unofficial referendum in India for an independent Sikh state at the time of his death.', 'Mr Nijjar is the third prominent Sikh figure to have died unexpectedly in recent months.', 'The backdrop to the diplomatic tensions is the growing pressure India has put on governments of three countries with sizeable Sikh populations: Canada, Australia and the UK.', 'India\'s government has openly said that a failure to tackle what it calls ""Sikh extremism"" would be an obstacle to good relations.', 'Australian officials said they would look into vandalism of Hindu temples by pro-Khalistan activists, but would not stop Australian Sikhs expressing their views on an independent homeland.', 'Canada has come in for Delhi\'s most open criticism for what it sees as a failure to oppose the pro-Khalistan movement there. While PM Justin Trudeau has said he will stop the ongoing violence, he has also pushed back against ""foreign interference"".', 'In the UK context, a row kicked off in March after protests outside the Indian High Commission in London, which saw crowds wave yellow ""Khalistan"" banners and a man detach the Indian flag from the first-floor balcony of the building.']"
No title found!,https://www.bbc.com/news/live/world-66851939?ns_mchannel=social&ns_source=twitter&ns_campaign=bbc_live&ns_linkname=65098fe302d73c280f4a6a6b%26Calls%20to%20probe%20Sikh%20separatist%20death%20in%20UK%262023-09-19T12%3A52%3A13.283Z&ns_fee=0&pinned_post_locator=urn:asset:39e6e89e-a8eb-4380-892c-e72a1897ec49&pinned_post_asset_id=65098fe302d73c280f4a6a6b&pinned_post_type=share,[]
How Hardeep Singh Nijjar's murder in Canada fuelled tensions with India,https://www.bbc.com/news/world-us-canada-66158842,"['A prominent Sikh leader was brazenly murdered this summer outside a temple in British Columbia (BC), Canada. The death has outraged his supporters and intensified global tensions between Sikh separatists and the Indian government.', 'On a mid-June evening in the busy parking lot of the Guru Nanak Sikh Gurdwara in the city of Surrey, Hardeep Singh Nijjar was shot dead in his truck by two masked gunmen.', 'Months later, the unsolved killing continues to reverberate, in Canada and across borders. Hundreds of Sikh separatists took to the streets in Toronto, along with a handful others in cities like London, Melbourne and San Francisco, in early July to protest against the Indian government, which they believe is responsible for his death.', 'Most recently, in September, Prime Minister Justin Trudeau accused India of being behind Mr Nijjar\'s death, saying that Canadian intelligence had identified ""credible allegations"" of a link between his death and agents of the Indian state.', 'The Indian government has denied any hand in the murder.', ""The outrage following the 45-year-old's killing has brought to light a long-standing issue of some groups demanding a separate homeland for Sikhs, who are a religious minority that make up about 2% of India's population."", 'The movement was at its peak in the 1980s in the state of Punjab, which witnessed several violent attacks and deaths. It lost steam after armed forces ran special operations against the movement - but supporters in the diaspora community continued their calls for a separate state, which have intensified in recent years.', 'India has strongly opposed the Khalistan movement. All mainstream political parties, including in Punjab, have denounced violence and separatism.', 'Mr Nijjar was a prominent Sikh leader in BC and a vocal backer of a separate Khalistani state. Supporters of his have said that he was a target of threats in the past because of his activism.', 'India said he was a terrorist and led a militant separatist group - accusations his supporters call ""unfounded"".', 'At the time of his death, Canadian investigators said they had not yet established a motive for his murder or identify any suspects, but they have categorised the killing as a ""targeted incident"".', 'A murder investigation by the Royal Canadian Mounted Police is ongoing.', ""Canada is home to the largest Sikh diaspora outside the state of Punjab. On 8 July, hundreds protested Mr Nijjar's death in Toronto outside India's High Consulate building. They were met with a smaller counter protest in support of the Indian government."", 'The two sides shouted at each other through barricades for several hours, and one pro-Khalistan demonstrator was arrested after attempting to breach the fence.', 'Even before the weekend, concerns had been raised about the protest.', 'Some posters for the Toronto event featured the words ""Kill India"" and labelled Indian diplomats in Canada as ""killers"", leading the outraged Indian government to summon the Canadian envoy.', 'Balpreet Singh, the spokesperson for the World Sikh Organisation of Canada, said he believes the Khalistan movement has been somewhat dormant and largely peaceful in recent decades, though it has seen a revival, particularly among youth who did not live through the violence of the 1980s.', 'But even with this revival, there is a sense that people in Punjab have largely ""moved on"" from the idea of a separate state for Sikhs, said Gurpreet Singh, a BC-based journalist and radio host who has interviewed Mr Nijjar in the past.', '""What we are seeing in Canada is a vocal minority of the Sikh community that is supporting Khalistan,"" he said.', 'Mr Nijjar is the third prominent Sikh figure to have died unexpectedly in recent months.', 'In the UK, Avtar Singh Khanda, who was said to be the head of the Khalistan Liberation Force, died in Birmingham in June under what has been described as ""mysterious circumstances"" that some believe could be related to poisoning.', ""Paramjit Singh Panjwar, who was designated a terrorist by India, was shot dead in May in Lahore, the capital of Pakistan's Punjab province."", 'Mr Singh, with the World Sikh Organisation, said Mr Nijjar had been the target of threats, and that he had warned members of the Canadian Security Intelligence Service as early as last summer that there was likely an assassination plot against the Sikh leader.', 'He said Mr Nijjar had been planning a non-binding referendum scheduled for September in Surrey on the question of an independent Sikh state, part of a global series of votes aimed at measuring consensus on the formation of Khalistan.', 'A similar referendum had taken place last year the city of Brampton, Ontario last year, which is home to around 160,000 Sikhs.', 'Results of the vote have not yet been released, but he said the turnout - an estimated 100,000 people - was met with anger from the Indian government.', '""This was devastating to the Indian narrative that (Khalistan) is a fringe or extremist movement,"" he said.', 'Following the referendum, India\'s Ministry of External Affairs warned of a ""sharp increase in incidents of hate crimes, sectarian violence and anti-India activities in Canada"", though it did not reference any specific incidents or make mention of the referendum.', 'There are differing narratives on the Khalistan movement in India, as well as the deaths of proponents like Mr Nijjar.', ""Some Indian commentators have pointed to internal rivalries between Sikh organisations in Canada as the reason behind Mr Nijjar's death."", 'They have also accused Khalistan supporters in Canada of vandalising Hindu temples with ""anti-India"" graffiti and of attacking the offices of the Indian High Commission in Ottawa during a protest in March.', 'But Sikhs and some national security experts in Canada have accused the Indian government of spreading misinformation through its media to malign the Sikh community and supporters of a separate Khalistani state. India has denied this.', ""Canada's national security adviser to the prime minister has previously accused India of being one of the top sources of foreign interference in Canada."", ""India, for its part, has argued that the rise of the Sikh separatist movement in Canada has interfered in India's domestic affairs."", 'Both countries have long-standing diplomatic and trade ties, though relations in recent months have been tense.', 'Canada announced it has paused talks on a landmark free-trade agreement with India in September, and at a G20 meeting between the two countries, Prime Minister Narendra Modi accused Canada of not doing enough to quell ""anti-India"" sentiments on Canadian soil.', 'Balpreet Singh said he believes Canada needs to take a stronger stance against foreign interference by India, arguing that it has mainly targeted the Sikh community.', ""But he added that Canada has also provided a place where many Sikhs who are supporters of the Khalistani movement can speak openly, and that the community remains defiant in the face of Mr Nijjar's death."", '""There is no one telling us we can\'t talk about Khalistan here,"" he said. ""If you try to tell us we can\'t talk about our sovereignty, we will do the very opposite.""']"
Chandrayaan-3: How important are India's Moon mission findings?,https://www.bbc.com/news/world-asia-india-66808808,"[""Last month, India made history when it became the first country to land a lunar mission near the Moon's south pole."", ""Chandrayaan-3's lander and rover - called Vikram and Pragyaan - spent about 10 days in the region, gathering data and images to be sent back to Earth for analysis."", 'Earlier this month, scientists put them to bed as the Sun began to set on the Moon - to be able to function, the lander-rover need sunlight to charge their batteries. The country\'s space research agency Isro said it hoped that they would reawaken ""around 22 September"" when the next lunar day breaks.', 'Isro has provided regular updates on their movements and findings and shared images taken by them.', 'These updates have excited many Indians, but others have been asking about the significance of these discoveries.', ""The BBC asked Mila Mitra, a former Nasa scientist and co-founder of Stem and Space, a Delhi-based space education company, to pick some of Chandrayaan-3's major findings and explain their significance."", 'Hours before the rover was put to bed on 2 September, Isro said Pragyaan ""has traversed over 100m [328 feet] and is continuing"".', ""That's quite a long way to travel for the six-wheeled rover, which moves at a speed of 1cm per second."", ""What is also significant, Ms Mitra says, is that it has been able to stay safe and avoid falling into the craters that dot the Moon's little-explored south pole region."", 'The rover, she says, has a special wheel mechanism - called rocker bogie - which means that all its wheels don\'t move together, helping it traverse up and down, but it may not be able to climb out if it falls into a deep crater. So it\'s important to make it go around the craters or even retrace its steps. And that, Ms Mitra adds, is done by scientists at the command centre who are ""watching the Moon through the rover\'s eyes"".', '""The rover is not automated and its movements are controlled from the command centre which acts on the basis of the pictures it sends.', '""There\'s a slight delay before they reach the command centre because of the circuitous route they take - Pragyaan sends them over to the lander which sends them on to the orbiter to pass them on to Earth.""', ""So, by the time the command reaches the rover, it's a few steps closer to the threat."", ""But the fact that it has managed to navigate safely around two craters shows that it's able to communicate really quickly with the command centre, Ms Mitra adds."", 'The first set of data collected from the lunar topsoil and up to the depth of 10cm (4 inches) below the surface from a probe onboard the Vikram lander showed a sharp difference in temperatures just above and below the surface.', 'While the temperature on the surface was nearly 60C, it plummeted sharply below the surface, dropping to -10C at 80mm (around 3 inches) below the ground.', 'The Moon is known for extreme temperatures - according to Nasa, daytime temperatures near the lunar equator reach a boiling 120C (250F), while night temperatures can plunge to -130C (-208F). And temperatures of -250C (-410F) have been recorded at craters which never receive any sunshine and remain permanently in shadows.', ""But, Ms Mitra says, this wide variation in temperature is significant because it shows that Moon's soil - called lunar regolith - is a very good insulator."", '""This could mean it could be used to build space colonies to keep heat and cold and radiation out. This would make it a natural insulator for habitat,"" she says.', 'It could also be an indicator of the presence of water ice below the surface.', 'When a laser detector mounted on the rover measured the chemicals present on the lunar surface near the south pole, it found a host of chemicals such as aluminium, calcium, iron, chromium, titanium, manganese, silicon and oxygen.', 'But the most important of the findings, scientists say, relate to sulphur. The instrument\'s ""first-ever in-situ - in the original space"" measurement ""unambiguously confirms"" the presence of sulphur, Isro said.', 'Sulphur\'s presence on the Moon has been known from the 1970s, but scientists say the fact that the rover has measured sulphur on the lunar surface itself - and not inside a mineral or as part of a crystal - makes it ""a tremendous accomplishment"".', 'Ms Mitra says the presence of sulphur in the soil is significant on a number of counts.', '""Sulphur comes usually from volcanoes so this will add to our knowledge of how the Moon was formed, how it evolved and its geography.', '""It also indicates the presence of water ice on the lunar surface and since sulphur is a good fertiliser, it\'s good news as it can help grow plants if there\'s habitat on the Moon.""', 'The Vikram lander carries an instrument that measures vibrations emanating from its own studies and experiments as well as those from the rover and its activities.', 'Isro said while the Instrument for Lunar Seismic Activity (Ilsa) had its ear to the ground, it also recorded ""an event, appearing to be a natural one"" and was investigating its source.', 'This event had much larger amplitude which means it was much stronger, Ms Mitra says, adding that there could be several explanations for this.', '""It could be some space debris - such as a meteorite or an asteroid - hitting the surface. Or it could be seismic which would make it the first Moonquake recorded since the 1970s. In that case, this could lead to an explanation of what\'s under the Moon\'s surface and its geography.""', 'When Isro posted on X (formerly Twitter) that a probe on the lander had done the ""first-ever measurements of the near-surface lunar plasma environment"" of the south polar region and found it to be ""relatively sparse"", many wondered what it meant.', 'Ms Mitra explains that plasma refers to the presence of charged particles in the atmosphere which could hinder the radio-wave communication that Chandrayaan-3 is using.', '""The fact that it\'s very sparse or thin is good news as it means it will disrupt the radio communication a lot less.""', 'The last thing the Vikram lander did before being put to bed in early September was what Isro called a ""hop experiment"".', 'The agency said the lander was ""commanded to fire its engines, it rose up by about 40cm [16 inches] and landed at a distance of 30-40cm"".', 'This ""successful experiment"" means the spacecraft could be used in future to bring samples back to the Earth or for human missions, it added.', ""Now, could this short hop mean a giant leap for India's future space plans?"", 'Ms Mitra says the ""hop tested restarting the engine after a lunar landing to make sure it is still operating fine"".', 'It also demonstrated that the craft has the ""capacity for lift-off in a lunar soil environment since so far the testing and real lift-off has only been from Earth"", she adds.', 'BBC News India is now on YouTube. Click here to subscribe and watch our documentaries, explainers and features.']"
No title found!,https://www.bbc.com/news/world_radio_and_tv,[]
Mexico 'alien bodies': Those viral artefacts get lab tests,https://www.bbc.com/news/world-66853551,[]
Roger Whittaker: Durham Town folk singer dies at 87,https://www.bbc.com/news/entertainment-arts-66843162,"['Folk singer Roger Whittaker, famous for his 1969 hit song Durham Town and expert whistling, has died at the age of 87.', 'His other hits included The Last Farewell and New World in the Morning, and he sold nearly 50 million records around the world, his website said.', ""After starting in folk clubs, his successes included the Skye Boat Song, a duet with Des O'Connor in 1986."", 'He was also able to sing in several languages.', 'They included German and French, allowing him to appeal to a wide audience, especially in Germany, where he was particularly popular.', 'Whittaker was born in Nairobi, Kenya, in 1936, while his parents were from Staffordshire, England.', 'Whittaker studied medicine after doing national service in Kenya, where he spent two years in the colonial Kenya Regiment fighting the Kenya Land and Freedom Army, or Mau Mau, who wanted independence from the UK.', 'While studying for his degree, he sang in local clubs and wrote his own songs.', 'But he left his medical course after 18 months and went in to teaching, moving to the University of Bangor in Wales in 1959 to get a teaching qualification.', 'While there, he composed some songs to sing during university Rag Week, and sent a demo track to a music publisher.', '""Before he knew it, Roger was back in the studio recording his first single, The Charge of the Light Brigade,"" his biography said.', 'His next release, Steel Men, picked up airplay while he was still a student, and his career began to progress, with TV work following.', 'Despite fighting with the British colonial army in Kenya, he is also very popular in the country.', 'His song My Land is Kenya, in which he professes his heartfelt love and connection to the country where he was born and grew up, is often played on TV and radio during national holidays or during election campaigns.', 'He retired with his wife Natalie in France in 2012.', 'Additional reporting by Basillioh Rukanga in Nairobi']"
